filename,mfcc1_mean,mfcc2_mean,mfcc3_mean,mfcc4_mean,mfcc5_mean,mfcc6_mean,mfcc7_mean,mfcc8_mean,mfcc9_mean,mfcc10_mean,mfcc11_mean,mfcc12_mean,mfcc13_mean,mfcc1_std,mfcc2_std,mfcc3_std,mfcc4_std,mfcc5_std,mfcc6_std,mfcc7_std,mfcc8_std,mfcc9_std,mfcc10_std,mfcc11_std,mfcc12_std,mfcc13_std,delta1_mean,delta2_mean,delta3_mean,delta4_mean,delta5_mean,delta6_mean,delta7_mean,delta8_mean,delta9_mean,delta10_mean,delta11_mean,delta12_mean,delta13_mean,delta1_std,delta2_std,delta3_std,delta4_std,delta5_std,delta6_std,delta7_std,delta8_std,delta9_std,delta10_std,delta11_std,delta12_std,delta13_std,delta2_1_mean,delta2_2_mean,delta2_3_mean,delta2_4_mean,delta2_5_mean,delta2_6_mean,delta2_7_mean,delta2_8_mean,delta2_9_mean,delta2_10_mean,delta2_11_mean,delta2_12_mean,delta2_13_mean,delta2_1_std,delta2_2_std,delta2_3_std,delta2_4_std,delta2_5_std,delta2_6_std,delta2_7_std,delta2_8_std,delta2_9_std,delta2_10_std,delta2_11_std,delta2_12_std,delta2_13_std,label
aug_speed_fast_AhmetHakan_Yilmaz_wake_1.wav,-484.11868,65.661545,8.072959,16.814402,5.728253,-3.9602869,-8.82585,-6.451071,1.6863738,2.8678102,5.889961,6.6341877,1.6244786,161.34367,56.383076,24.246565,25.601175,12.270663,14.177432,16.419731,14.172909,8.390486,11.10289,8.635299,6.9984837,5.161807,0.4874214,0.15890746,-0.09404231,-0.09389111,-0.078248054,-0.096627235,-0.08561134,-0.086957924,-0.09020272,-0.06965975,-0.0692598,-0.058354795,-0.08451002,17.927916,7.8446493,5.4987206,4.1191754,2.5790157,2.8881445,2.707525,2.677175,1.2476134,2.211172,1.5222288,1.3229834,1.0611441,0.23105106,0.046903096,0.015034331,0.04369127,0.047007836,0.04439047,0.03559404,0.011189318,-0.007270596,-0.012570766,-0.026797226,-0.0026931458,0.0020124328,7.0332866,3.6458855,3.0126865,1.4389718,1.35137,1.4314591,1.0736445,1.1538025,0.67059237,0.86001307,0.77308714,0.6968032,0.6225533,1
Pinar_Unver_wake.wav,-431.5583,37.792492,5.8989387,19.010857,-14.961633,-13.296035,-13.314762,-3.2277749,-7.3073683,-2.557697,-8.603554,-6.724843,-3.1322918,172.10858,34.09022,32.56087,23.905514,29.939175,19.472818,16.424952,7.3018107,10.202771,5.66103,10.824792,9.406294,4.440487,0.09656732,0.123152226,0.0884983,0.04613992,0.010144822,-0.011396791,-0.01824024,-0.015302343,-0.008457488,-0.0018022009,0.0027829485,0.0048214705,0.004433267,20.608448,5.4180255,7.809824,4.770152,5.4385962,3.0072794,2.4859002,1.606424,1.9966509,0.96860915,1.6138796,1.3093687,0.7172398,-0.04108795,-0.0550027,-0.046273008,-0.033668306,-0.019956904,-0.008234167,-0.0007607683,0.0020589652,0.0018405255,0.0013242732,0.0029144085,0.007455577,0.013830928,9.925086,2.425929,4.2201385,2.5082939,3.011204,1.1310614,1.6670171,0.9302969,1.0003207,0.821153,1.1185337,0.9581157,0.5632617,1
aug_noise_heavy_Atilla_degirmenci_wake_1.wav,-90.65205,4.2229085,4.495493,1.9269273,-0.36310285,-0.85493046,-0.89280874,-1.2585034,-0.90239084,-1.2599365,-0.17774037,-0.06474315,0.23973453,13.224287,14.17228,7.891094,5.039648,5.8951316,4.809217,4.1691413,4.805837,4.486685,3.9152153,3.5805347,3.0449865,3.1072447,0.13826942,0.019826623,-0.0055487943,0.024830466,0.023476921,-0.03558248,0.008146855,0.10971728,0.07467607,0.0075872503,-0.0601218,-0.08012134,0.006900905,2.1256762,2.237033,1.2016412,1.0597978,1.1647916,0.76488644,0.6956214,0.98127353,0.7505385,0.56145006,0.5436114,0.5961371,0.58567005,-0.16684148,0.020336375,-0.005374325,0.00045925696,0.0056320047,0.051330667,0.06585848,0.032503407,0.027898937,-0.01349512,-0.018013904,-0.0026924459,-0.014101895,1.665224,1.700082,0.8067459,0.7229964,0.99036455,0.72103584,0.5614201,0.6906142,0.51038796,0.47429568,0.46144903,0.3984556,0.56006175,1
aug_noise_light_Arshad_qurishy_wake_1.wav,-224.88501,3.3927093,3.2107852,1.2778716,0.46812195,-0.31821993,-1.9033554,-1.9084541,-1.147551,-1.2501295,-0.26190972,-0.14131929,0.64695096,181.00662,13.444929,6.640411,6.0500245,5.505637,4.160139,5.196551,4.3194575,3.6949823,4.0876117,4.296622,3.6754022,2.9917457,-6.0107985,0.011512036,-7.407716e-05,0.026915178,0.0029150425,-0.004595427,0.009340283,0.010742337,0.025841987,0.07655784,0.014306485,-0.027750224,0.014978672,20.566786,1.8877767,0.82548594,1.285214,1.1366901,0.75458914,1.042859,0.71988064,0.61159694,0.7675419,0.9341515,0.7024673,0.5407162,-0.17069732,0.0011848947,0.012628956,-0.023105592,-0.010213182,-0.024006499,-0.03682868,-0.07122766,-0.027892428,-0.011115424,0.0016862535,0.028525855,-0.004689729,8.656996,1.1757857,0.53369534,0.8407852,0.80395526,0.58941334,0.7324524,0.57897395,0.45166826,0.48265252,0.63019246,0.5179288,0.36046466,1
aug_noise_light_OmerFaruk_Omur_wake_1.wav,-232.1597,7.9346533,1.1751171,0.51848555,-2.0992923,-6.313891,-4.1551795,0.9401407,0.90886086,-0.44573087,0.92345583,0.86634016,-1.4223474,185.79536,18.007256,6.006127,9.347636,8.3962555,12.703485,9.153767,5.9937954,4.544163,4.450849,4.863272,4.0972743,4.780638,-4.7949376,0.087999955,-0.023094906,-0.02045953,-0.023940736,0.0027632865,0.029562607,0.048291206,-0.010372725,0.040315963,0.009432792,-0.026606588,0.046147965,17.870527,3.5348728,1.2586168,1.9744,1.835959,2.797126,1.9065751,1.2878458,0.9810029,0.9611556,1.12216,0.8887325,0.8933943,-0.15673207,-0.034082353,0.004551716,-0.007202397,-0.026331171,0.0053726966,0.0232018,-0.0029364722,0.015134405,0.011345793,-0.016917005,-0.017570686,0.0041687135,7.853779,1.8266547,0.80956554,0.9317344,1.0904034,1.4720218,1.1618639,0.6778514,0.53955716,0.57868195,0.5736778,0.5544978,0.662012,1
aug_pitch_high_Sefa_Basar_wake_2.wav,-623.1169,51.89425,22.567862,25.637037,8.241979,6.045166,8.998977,9.813549,3.9693038,-2.510854,0.92864656,1.5218357,2.5465858,167.32028,38.546967,25.804237,21.110952,19.08379,15.579625,9.959867,8.74129,12.992353,14.526181,9.983049,8.5841675,6.8601003,0.09216691,0.14625254,0.13574529,0.14046729,0.11499159,0.09341658,0.0548969,0.03339417,0.0028993855,-0.008091337,-0.01639257,-0.013163202,-0.0037709249,18.924498,7.0879073,5.9603395,4.832268,2.8606923,2.9577467,1.6899362,1.611891,2.5045414,2.1285944,1.864048,1.3742402,1.2753091,-0.17654255,-0.21194209,-0.18013814,-0.12098428,-0.095159866,-0.07758658,-0.08008221,-0.06065944,-0.05625889,-0.02921289,-0.021832215,-0.019299326,-0.018632803,7.489373,3.536869,2.726403,2.4969985,1.4821395,1.3695322,1.0507426,1.1004252,1.1978774,1.0894072,0.9334529,0.6426778,0.7211653,1
aug_speed_slow_haithm_alsaeedi_wake_1.wav,-545.0437,86.571266,20.477192,37.155354,5.800036,-1.6654623,-9.038821,-11.585719,-4.332953,-4.107364,-3.0766401,-1.6292782,-5.177201,127.88179,29.67957,27.764194,33.829746,9.798918,16.80111,15.412804,13.546721,9.6256075,10.487849,8.372675,7.455457,8.048093,-0.5703384,-0.7266147,-0.44300336,-0.118025385,-0.016044393,-0.09034774,-0.061775755,0.086377196,0.12920581,0.060212005,0.0152346045,0.04282997,0.06772645,14.693608,4.9271836,4.9579716,4.2579503,1.9864963,2.843839,2.128432,2.1064706,1.7514141,1.8471527,1.7486976,1.5558923,1.2689676,0.01721875,-0.0019587912,-0.0114484,0.02431493,-0.0010850779,-0.036293004,-0.009056878,0.0350107,0.015917951,0.0015424205,0.005321208,-0.0065260315,-0.004725248,6.0959864,2.323208,2.4833562,1.6311246,1.1026231,1.1878592,1.0416347,1.1286118,0.84365726,1.0342656,0.7084553,0.8803705,0.9744724,1
aug_speed_fast_Ömer_Faruk_Ergün_wake_1.wav,-457.17703,51.227436,1.483409,23.704405,1.941662,1.6195315,-3.2923312,-3.721661,-0.33242184,-2.1045866,-7.5855637,-0.39833236,0.9620646,191.48717,47.781002,28.78489,34.11949,16.861584,14.853725,15.5395975,11.153622,7.5102353,8.106077,12.500884,5.4105783,4.98676,-0.032302655,-0.025054643,-0.00035003904,-0.00874434,-0.017545365,0.012758139,0.033819422,0.011124687,8.916601e-05,0.015138099,0.02041551,0.017271057,0.015308156,20.596136,5.9197044,5.5337367,5.6264763,3.7747688,2.7032058,3.3924494,2.053089,1.486888,1.3815982,2.1617694,1.0985236,1.02522,-0.27906543,-0.26017305,-0.06907727,-0.03849152,-0.056485455,-0.0023138777,0.03506275,0.0058758436,-0.0089880405,0.0010170024,0.0055831694,0.012279833,0.016865421,8.386512,3.0712235,3.116599,2.3131022,2.2608454,1.1628734,1.4195545,1.1187837,0.8669245,0.7774707,1.2402617,0.562337,0.79799634,1
aug_noise_heavy_Enes_Yilmaz_wake.wav,-158.82042,5.350145,2.9741738,4.185376,1.9168938,-0.17190236,-1.2599105,-2.0547004,-0.7732143,-0.02131175,-0.8113864,0.21091384,1.11511,188.80894,12.8449955,6.427397,10.365055,4.0605392,4.478278,5.261737,6.204755,3.6489916,3.9429903,5.5034523,2.9284365,4.043088,-5.733514,0.039929647,5.042299e-06,0.009470965,-0.025178371,-0.027961923,-0.007218762,0.00930628,0.04468256,-0.01434911,-0.0021279822,0.018678797,-0.051968656,19.956493,1.7901158,1.2748721,2.2773309,0.81395745,0.90044045,0.92187333,1.0509739,0.6941361,0.8355839,1.1977915,0.5041254,0.83249545,-0.14441064,-0.00086696603,0.021650253,0.0025923962,0.0018482081,0.001869927,0.013879882,0.02630407,0.0073094773,-0.0319527,-0.014458022,0.0039372547,-0.02648137,8.770974,0.9812228,0.8986837,1.1648765,0.614043,0.62248486,0.7925735,0.76888335,0.47386974,0.50724214,0.6654141,0.39293212,0.5807545,1
aug_speed_fast_Fatih_Arslan_wake.wav,-454.24838,28.190065,-5.5609474,9.772034,-8.42577,-5.702808,-6.375742,-5.3516645,2.783172,-1.0637923,-1.9807596,1.4603367,-1.2563915,175.00858,41.115273,18.058107,20.744263,17.219952,11.839793,12.57798,10.559281,9.106229,6.038453,6.2480254,6.71375,6.63294,0.25767553,-0.29880336,0.05207715,0.14157204,0.07064977,0.13340083,0.053096,-0.063285425,0.007365597,-0.04119249,-0.015731033,0.09263777,-0.010923589,22.127407,4.5614886,4.117166,4.720067,3.1095812,1.9336861,2.0599935,1.9772302,1.8800452,1.1798558,1.4067652,1.6893213,1.0998956,-1.4315459,-0.48189676,0.15970238,-0.023333844,0.1168214,0.17213069,0.09783843,0.09273936,-0.023826402,0.014211964,0.056431517,0.0020747844,0.049222104,8.217948,2.9642367,2.6683214,2.2464943,1.7292515,1.2464055,1.1462617,1.2042212,0.8278105,0.77755153,0.72961205,0.79890776,0.6480541,1
aug_pitch_low_Rabia_Korhan_wake_1.wav,-524.0058,75.37522,4.711562,13.098318,0.15101583,2.9870353,-12.564486,0.46304256,-10.63427,-2.8754208,-1.9227712,-1.6841373,-5.8338842,168.66463,46.753883,27.414696,19.985912,18.990463,11.253232,22.179174,5.333012,18.63353,5.8308005,7.5590873,6.6074796,7.8443413,-0.0531759,-0.11104105,-0.09056386,-0.013997737,-0.022639392,-0.028775884,0.0123562,0.016530918,-0.009810174,-0.011052527,0.0086618075,0.001183974,-0.013062855,18.134909,6.0533743,5.423795,4.7495904,2.8491838,2.5091295,3.1521738,1.0891236,2.433691,1.0166206,1.3465834,1.2548872,1.0689994,-0.37328205,-0.39737743,-0.16199213,-0.063015535,-0.07471586,-0.043430347,0.005222219,0.005524048,-0.009828963,-0.0024762407,0.016035983,0.008893256,-0.0067712804,7.084358,2.8453374,2.629422,2.3962452,1.2856934,1.2360103,1.4200203,0.68318075,1.3683995,0.76924944,0.7342895,0.78644246,0.73830014,1
aug_pitch_low_Elif_sude_unal_wake_1.wav,-485.2915,84.15963,-13.245838,35.44648,-4.340944,-6.657164,-9.549185,-2.9336314,-3.5432665,-6.111511,-0.22769395,-6.307346,-8.5994625,135.56276,27.387186,35.598545,33.23299,27.019285,17.122992,16.28633,7.0354195,9.775325,6.4712086,9.073132,7.5008535,9.408245,1.0709015,0.813519,0.11650114,0.18247053,0.16353583,0.078940034,-0.00558518,0.001230491,0.083779216,0.026987506,0.021512777,-0.0045432304,-0.09372765,19.630526,4.6713877,6.9201775,5.5508003,4.6373816,2.8505177,2.7209952,1.2996428,1.7472486,1.1903931,1.5460445,1.0844843,1.4749272,-0.3245097,-0.26151946,-0.031183496,-0.06487194,-0.07563936,0.014052944,0.03222149,0.023506384,0.022154652,0.031007184,0.034498636,0.003059093,0.014239469,7.2055225,1.7040952,3.2369318,1.7236129,2.092602,1.13905,1.0253955,0.8875981,0.72012585,0.6283204,0.8268385,0.58677363,0.72100073,1
aug_noise_light_Hilal_sarkisla_wake_1.wav,-159.22153,-0.26426363,0.065968454,1.5038991,-1.8196062,-2.630615,-0.7046133,-1.0677522,-0.26956165,-0.031023335,-1.3242792,-1.1006098,-0.039871443,20.957443,10.979146,4.863708,5.0071583,9.229203,7.7006464,3.129183,3.6540213,2.8519104,2.8266814,4.040103,5.2266216,3.8680549,0.14372148,0.11001548,0.24876168,0.15864742,0.14517356,0.088052444,-0.095908806,-0.17659809,-0.11726276,-0.050835297,0.06886831,0.0089586545,-0.038198106,4.3513327,1.737372,0.9851349,0.7731587,2.1893637,1.7084023,0.715383,0.6234432,0.49826765,0.5435111,0.76825917,1.0352398,0.6636313,-0.28338188,0.11275075,0.06823782,-0.078208774,0.14064163,0.08591094,0.0116410265,0.058613833,0.007614563,-0.043443095,-0.019250505,0.0071465774,-0.024539035,2.1025507,1.1857767,0.63564795,0.6174942,0.9991237,0.7258822,0.4885167,0.40515214,0.3106652,0.39306873,0.56319886,0.6410183,0.4123611,1
aug_pitch_high_Goksu_Kesen_wake_1.wav,-672.7828,21.075214,-7.256636,2.1985521,-10.8420925,-2.2610831,-2.742053,3.0755348,-10.218066,-10.211299,-4.16675,-6.4091163,-17.248606,164.38217,30.972366,33.891663,11.4136915,21.90988,10.790405,9.309571,9.383601,15.1994705,15.8155365,6.878285,9.296552,23.964516,0.08953113,0.0454076,-0.0044926936,0.011582608,0.014734283,0.002838439,-0.017476585,-0.018002972,-0.022020802,-0.03215108,-0.0329229,-0.034486264,-0.045343246,18.86659,4.4146705,8.0358515,2.2724996,3.6037428,2.0592391,1.3835604,2.0706096,2.0824337,2.126121,0.9884837,1.3697963,3.2530582,0.09001878,0.053555183,0.008320788,0.022999134,0.025893759,0.015201883,-0.0030378737,-0.003316235,-0.0068783467,-0.016019497,-0.016570622,-0.017814735,-0.02761892,7.6578836,2.2864535,4.0014796,1.5187646,1.8456305,1.1430991,0.75305235,1.0977542,0.95943344,1.2336752,0.5204796,0.8082556,1.1309183,1
